caseID;caseID-Original;taskID;originator;eventtype;timestamp;Operador;Produto
1;001;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
1;001;Idle machine;1;complete;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Working;1;start;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Working;1;complete;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Remove piece;1;start;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Remove piece;1;complete;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Operational stop;1;start;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Operational stop;1;complete;31/12/2024 20:20;Operador;Process_Machine-01
1;001;Product (accept);1;start;31/12/2024 20:20;Operador;Process_Machine-01
2;002;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
2;002;Setup;1;start;31/12/2024 18:00;Operador;Process_Machine-01
2;002;Setup;1;complete;31/12/2024 18:10;Operador;Process_Machine-01
2;002;Idle machine;1;complete;31/12/2024 18:10;Operador;Process_Machine-01
2;002;Working;1;start;31/12/2024 18:10;Operador;Process_Machine-01
2;002;Working;1;complete;31/12/2024 18:10;Operador;Process_Machine-01
2;002;Remove piece;1;start;31/12/2024 18:10;Operador;Process_Machine-01
2;002;Remove piece;1;complete;31/12/2024 18:10;Operador;Process_Machine-01
2;002;Product (accept);1;start;31/12/2024 18:10;Operador;Process_Machine-01
3;003;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
3;003;Idle machine;1;complete;31/12/2024 19:06;Operador;Process_Machine-01
3;003;Working;1;start;31/12/2024 19:06;Operador;Process_Machine-01
3;003;Working;1;complete;31/12/2024 19:06;Operador;Process_Machine-01
3;003;Remove piece;1;start;31/12/2024 19:06;Operador;Process_Machine-01
3;003;Remove piece;1;complete;31/12/2024 19:06;Operador;Process_Machine-01
3;003;Product (accept);1;start;31/12/2024 19:06;Operador;Process_Machine-01
4;004;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
4;004;Idle machine;1;complete;31/12/2024 18:19;Operador;Process_Machine-01
4;004;Working;1;start;31/12/2024 18:19;Operador;Process_Machine-01
4;004;Working;1;complete;31/12/2024 18:19;Operador;Process_Machine-01
4;004;Remove piece;1;start;31/12/2024 18:19;Operador;Process_Machine-01
4;004;Remove piece;1;complete;31/12/2024 18:19;Operador;Process_Machine-01
4;004;Operational stop;1;start;31/12/2024 18:19;Operador;Process_Machine-01
4;004;Operational stop;1;complete;31/12/2024 18:21;Operador;Process_Machine-01
4;004;Product (accept);1;start;31/12/2024 18:21;Operador;Process_Machine-01
5;005;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
5;005;Idle machine;1;complete;31/12/2024 21:00;Operador;Process_Machine-01
5;005;Working;1;start;31/12/2024 21:00;Operador;Process_Machine-01
5;005;Working;1;complete;31/12/2024 21:00;Operador;Process_Machine-01
5;005;Remove piece;1;start;31/12/2024 21:00;Operador;Process_Machine-01
5;005;Remove piece;1;complete;31/12/2024 21:00;Operador;Process_Machine-01
5;005;Product (accept);1;start;31/12/2024 21:00;Operador;Process_Machine-01
6;006;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
6;006;Idle machine;1;complete;31/12/2024 20:26;Operador;Process_Machine-01
6;006;Working;1;start;31/12/2024 20:26;Operador;Process_Machine-01
6;006;Working;1;complete;31/12/2024 20:26;Operador;Process_Machine-01
6;006;Remove piece;1;start;31/12/2024 20:26;Operador;Process_Machine-01
6;006;Remove piece;1;complete;31/12/2024 20:26;Operador;Process_Machine-01
6;006;Product (accept);1;start;31/12/2024 20:26;Operador;Process_Machine-01
7;007;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
7;007;Idle machine;1;complete;31/12/2024 20:01;Operador;Process_Machine-01
7;007;Working;1;start;31/12/2024 20:01;Operador;Process_Machine-01
7;007;Working;1;complete;31/12/2024 20:01;Operador;Process_Machine-01
7;007;Remove piece;1;start;31/12/2024 20:01;Operador;Process_Machine-01
7;007;Remove piece;1;complete;31/12/2024 20:02;Operador;Process_Machine-01
7;007;Product (accept);1;start;31/12/2024 20:02;Operador;Process_Machine-01
8;008;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
8;008;Idle machine;1;complete;31/12/2024 20:55;Operador;Process_Machine-01
8;008;Working;1;start;31/12/2024 20:55;Operador;Process_Machine-01
8;008;Working;1;complete;31/12/2024 20:56;Operador;Process_Machine-01
8;008;Remove piece;1;start;31/12/2024 20:56;Operador;Process_Machine-01
8;008;Remove piece;1;complete;31/12/2024 20:56;Operador;Process_Machine-01
8;008;Product (accept);1;start;31/12/2024 20:56;Operador;Process_Machine-01
9;009;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
9;009;Idle machine;1;complete;31/12/2024 19:01;Operador;Process_Machine-01
9;009;Working;1;start;31/12/2024 19:01;Operador;Process_Machine-01
9;009;Working;1;complete;31/12/2024 19:01;Operador;Process_Machine-01
9;009;Remove piece;1;start;31/12/2024 19:01;Operador;Process_Machine-01
9;009;Remove piece;1;complete;31/12/2024 19:01;Operador;Process_Machine-01
9;009;Operational stop;1;start;31/12/2024 19:01;Operador;Process_Machine-01
9;009;Operational stop;1;complete;31/12/2024 19:02;Operador;Process_Machine-01
9;009;Product (accept);1;start;31/12/2024 19:02;Operador;Process_Machine-01
10;010;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
10;010;Idle machine;1;complete;31/12/2024 20:44;Operador;Process_Machine-01
10;010;Working;1;start;31/12/2024 20:44;Operador;Process_Machine-01
10;010;Working;1;complete;31/12/2024 20:44;Operador;Process_Machine-01
10;010;Remove piece;1;start;31/12/2024 20:44;Operador;Process_Machine-01
10;010;Remove piece;1;complete;31/12/2024 20:45;Operador;Process_Machine-01
10;010;Product (accept);1;start;31/12/2024 20:45;Operador;Process_Machine-01
11;011;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
11;011;Idle machine;1;complete;31/12/2024 18:27;Operador;Process_Machine-01
11;011;Working;1;start;31/12/2024 18:27;Operador;Process_Machine-01
11;011;Working;1;complete;31/12/2024 18:27;Operador;Process_Machine-01
11;011;Remove piece;1;start;31/12/2024 18:27;Operador;Process_Machine-01
11;011;Remove piece;1;complete;31/12/2024 18:28;Operador;Process_Machine-01
11;011;Product (accept);1;start;31/12/2024 18:28;Operador;Process_Machine-01
12;012;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
12;012;Idle machine;1;complete;31/12/2024 21:01;Operador;Process_Machine-01
12;012;Working;1;start;31/12/2024 21:01;Operador;Process_Machine-01
12;012;Working;1;complete;31/12/2024 21:01;Operador;Process_Machine-01
12;012;Remove piece;1;start;31/12/2024 21:01;Operador;Process_Machine-01
12;012;Remove piece;1;complete;31/12/2024 21:01;Operador;Process_Machine-01
12;012;Product (accept);1;start;31/12/2024 21:01;Operador;Process_Machine-01
13;013;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
13;013;Idle machine;1;complete;31/12/2024 20:17;Operador;Process_Machine-01
13;013;Working;1;start;31/12/2024 20:17;Operador;Process_Machine-01
13;013;Working;1;complete;31/12/2024 20:17;Operador;Process_Machine-01
13;013;Remove piece;1;start;31/12/2024 20:17;Operador;Process_Machine-01
13;013;Remove piece;1;complete;31/12/2024 20:17;Operador;Process_Machine-01
13;013;Product (accept);1;start;31/12/2024 20:17;Operador;Process_Machine-01
14;014;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
14;014;Idle machine;1;complete;31/12/2024 19:19;Operador;Process_Machine-01
14;014;Working;1;start;31/12/2024 19:19;Operador;Process_Machine-01
14;014;Working;1;complete;31/12/2024 19:20;Operador;Process_Machine-01
14;014;Remove piece;1;start;31/12/2024 19:20;Operador;Process_Machine-01
14;014;Remove piece;1;complete;31/12/2024 19:20;Operador;Process_Machine-01
14;014;Product (accept);1;start;31/12/2024 19:20;Operador;Process_Machine-01
15;015;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
15;015;Idle machine;1;complete;31/12/2024 21:06;Operador;Process_Machine-01
15;015;Working;1;start;31/12/2024 21:06;Operador;Process_Machine-01
15;015;Working;1;complete;31/12/2024 21:06;Operador;Process_Machine-01
15;015;Remove piece;1;start;31/12/2024 21:06;Operador;Process_Machine-01
15;015;Remove piece;1;complete;31/12/2024 21:07;Operador;Process_Machine-01
15;015;Product (accept);1;start;31/12/2024 21:07;Operador;Process_Machine-01
16;016;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
16;016;Idle machine;1;complete;31/12/2024 20:31;Operador;Process_Machine-01
16;016;Working;1;start;31/12/2024 20:31;Operador;Process_Machine-01
16;016;Working;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
16;016;Remove piece;1;start;31/12/2024 20:32;Operador;Process_Machine-01
16;016;Remove piece;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
16;016;Product (accept);1;start;31/12/2024 20:32;Operador;Process_Machine-01
17;017;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
17;017;Idle machine;1;complete;31/12/2024 19:27;Operador;Process_Machine-01
17;017;Working;1;start;31/12/2024 19:27;Operador;Process_Machine-01
17;017;Working;1;complete;31/12/2024 19:27;Operador;Process_Machine-01
17;017;Remove piece;1;start;31/12/2024 19:27;Operador;Process_Machine-01
17;017;Remove piece;1;complete;31/12/2024 19:28;Operador;Process_Machine-01
17;017;Product (accept);1;start;31/12/2024 19:28;Operador;Process_Machine-01
18;018;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
18;018;Idle machine;1;complete;31/12/2024 20:36;Operador;Process_Machine-01
18;018;Working;1;start;31/12/2024 20:36;Operador;Process_Machine-01
18;018;Working;1;complete;31/12/2024 20:36;Operador;Process_Machine-01
18;018;Remove piece;1;start;31/12/2024 20:36;Operador;Process_Machine-01
18;018;Remove piece;1;complete;31/12/2024 20:36;Operador;Process_Machine-01
18;018;Product (accept);1;start;31/12/2024 20:36;Operador;Process_Machine-01
19;019;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
19;019;Idle machine;1;complete;31/12/2024 19:20;Operador;Process_Machine-01
19;019;Working;1;start;31/12/2024 19:20;Operador;Process_Machine-01
19;019;Working;1;complete;31/12/2024 19:20;Operador;Process_Machine-01
19;019;Remove piece;1;start;31/12/2024 19:20;Operador;Process_Machine-01
19;019;Remove piece;1;complete;31/12/2024 19:20;Operador;Process_Machine-01
19;019;Product (accept);1;start;31/12/2024 19:21;Operador;Process_Machine-01
20;020;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
20;020;Idle machine;1;complete;31/12/2024 18:25;Operador;Process_Machine-01
20;020;Working;1;start;31/12/2024 18:25;Operador;Process_Machine-01
20;020;Working;1;complete;31/12/2024 18:26;Operador;Process_Machine-01
20;020;Remove piece;1;start;31/12/2024 18:26;Operador;Process_Machine-01
20;020;Remove piece;1;complete;31/12/2024 18:26;Operador;Process_Machine-01
20;020;Operational stop;1;start;31/12/2024 18:26;Operador;Process_Machine-01
20;020;Operational stop;1;complete;31/12/2024 18:26;Operador;Process_Machine-01
20;020;Product (accept);1;start;31/12/2024 18:26;Operador;Process_Machine-01
21;021;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
21;021;Idle machine;1;complete;31/12/2024 19:54;Operador;Process_Machine-01
21;021;Working;1;start;31/12/2024 19:54;Operador;Process_Machine-01
21;021;Working;1;complete;31/12/2024 19:54;Operador;Process_Machine-01
21;021;Remove piece;1;start;31/12/2024 19:54;Operador;Process_Machine-01
21;021;Remove piece;1;complete;31/12/2024 19:54;Operador;Process_Machine-01
21;021;Product (accept);1;start;31/12/2024 19:54;Operador;Process_Machine-01
22;022;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
22;022;Idle machine;1;complete;31/12/2024 20:33;Operador;Process_Machine-01
22;022;Working;1;start;31/12/2024 20:33;Operador;Process_Machine-01
22;022;Working;1;complete;31/12/2024 20:33;Operador;Process_Machine-01
22;022;Remove piece;1;start;31/12/2024 20:33;Operador;Process_Machine-01
22;022;Remove piece;1;complete;31/12/2024 20:33;Operador;Process_Machine-01
22;022;Operational stop;1;start;31/12/2024 20:33;Operador;Process_Machine-01
22;022;Operational stop;1;complete;31/12/2024 20:34;Operador;Process_Machine-01
22;022;Product (accept);1;start;31/12/2024 20:34;Operador;Process_Machine-01
23;023;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
23;023;Idle machine;1;complete;31/12/2024 18:44;Operador;Process_Machine-01
23;023;Working;1;start;31/12/2024 18:44;Operador;Process_Machine-01
23;023;Working;1;complete;31/12/2024 18:44;Operador;Process_Machine-01
23;023;Remove piece;1;start;31/12/2024 18:44;Operador;Process_Machine-01
23;023;Remove piece;1;complete;31/12/2024 18:45;Operador;Process_Machine-01
23;023;Product (accept);1;start;31/12/2024 18:45;Operador;Process_Machine-01
24;024;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
24;024;Idle machine;1;complete;31/12/2024 21:07;Operador;Process_Machine-01
24;024;Working;1;start;31/12/2024 21:07;Operador;Process_Machine-01
24;024;Working;1;complete;31/12/2024 21:08;Operador;Process_Machine-01
24;024;Remove piece;1;start;31/12/2024 21:08;Operador;Process_Machine-01
24;024;Remove piece;1;complete;31/12/2024 21:08;Operador;Process_Machine-01
24;024;Product (accept);1;start;31/12/2024 21:08;Operador;Process_Machine-01
25;025;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
25;025;Idle machine;1;complete;31/12/2024 20:04;Operador;Process_Machine-01
25;025;Working;1;start;31/12/2024 20:04;Operador;Process_Machine-01
25;025;Working;1;complete;31/12/2024 20:04;Operador;Process_Machine-01
25;025;Remove piece;1;start;31/12/2024 20:04;Operador;Process_Machine-01
25;025;Remove piece;1;complete;31/12/2024 20:05;Operador;Process_Machine-01
25;025;Product (accept);1;start;31/12/2024 20:05;Operador;Process_Machine-01
26;026;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
26;026;Idle machine;1;complete;31/12/2024 20:45;Operador;Process_Machine-01
26;026;Working;1;start;31/12/2024 20:45;Operador;Process_Machine-01
26;026;Working;1;complete;31/12/2024 20:45;Operador;Process_Machine-01
26;026;Remove piece;1;start;31/12/2024 20:45;Operador;Process_Machine-01
26;026;Remove piece;1;complete;31/12/2024 20:45;Operador;Process_Machine-01
26;026;Product (accept);1;start;31/12/2024 20:45;Operador;Process_Machine-01
27;027;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
27;027;Idle machine;1;complete;31/12/2024 20:49;Operador;Process_Machine-01
27;027;Working;1;start;31/12/2024 20:49;Operador;Process_Machine-01
27;027;Working;1;complete;31/12/2024 20:49;Operador;Process_Machine-01
27;027;Remove piece;1;start;31/12/2024 20:49;Operador;Process_Machine-01
27;027;Remove piece;1;complete;31/12/2024 20:49;Operador;Process_Machine-01
27;027;Product (accept);1;start;31/12/2024 20:50;Operador;Process_Machine-01
28;028;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
28;028;Idle machine;1;complete;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Working;1;start;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Working;1;complete;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Remove piece;1;start;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Remove piece;1;complete;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Operational stop;1;start;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Operational stop;1;complete;31/12/2024 18:37;Operador;Process_Machine-01
28;028;Product (accept);1;start;31/12/2024 18:37;Operador;Process_Machine-01
29;029;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
29;029;Idle machine;1;complete;31/12/2024 19:06;Operador;Process_Machine-01
29;029;Working;1;start;31/12/2024 19:06;Operador;Process_Machine-01
29;029;Working;1;complete;31/12/2024 19:06;Operador;Process_Machine-01
29;029;Remove piece;1;start;31/12/2024 19:06;Operador;Process_Machine-01
29;029;Remove piece;1;complete;31/12/2024 19:07;Operador;Process_Machine-01
29;029;Product (accept);1;start;31/12/2024 19:07;Operador;Process_Machine-01
30;030;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
30;030;Idle machine;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
30;030;Working;1;start;31/12/2024 20:32;Operador;Process_Machine-01
30;030;Working;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
30;030;Remove piece;1;start;31/12/2024 20:32;Operador;Process_Machine-01
30;030;Remove piece;1;complete;31/12/2024 20:33;Operador;Process_Machine-01
30;030;Product (accept);1;start;31/12/2024 20:33;Operador;Process_Machine-01
31;031;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
31;031;Idle machine;1;complete;31/12/2024 18:17;Operador;Process_Machine-01
31;031;Working;1;start;31/12/2024 18:17;Operador;Process_Machine-01
31;031;Working;1;complete;31/12/2024 18:17;Operador;Process_Machine-01
31;031;Remove piece;1;start;31/12/2024 18:17;Operador;Process_Machine-01
31;031;Remove piece;1;complete;31/12/2024 18:17;Operador;Process_Machine-01
31;031;Product (accept);1;start;31/12/2024 18:17;Operador;Process_Machine-01
32;032;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
32;032;Idle machine;1;complete;31/12/2024 18:39;Operador;Process_Machine-01
32;032;Working;1;start;31/12/2024 18:39;Operador;Process_Machine-01
32;032;Working;1;complete;31/12/2024 18:39;Operador;Process_Machine-01
32;032;Remove piece;1;start;31/12/2024 18:39;Operador;Process_Machine-01
32;032;Remove piece;1;complete;31/12/2024 18:40;Operador;Process_Machine-01
32;032;Product (accept);1;start;31/12/2024 18:40;Operador;Process_Machine-01
33;033;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
33;033;Idle machine;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
33;033;Working;1;start;31/12/2024 20:32;Operador;Process_Machine-01
33;033;Working;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
33;033;Remove piece;1;start;31/12/2024 20:32;Operador;Process_Machine-01
33;033;Remove piece;1;complete;31/12/2024 20:32;Operador;Process_Machine-01
33;033;Product (accept);1;start;31/12/2024 20:32;Operador;Process_Machine-01
34;034;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
34;034;Idle machine;1;complete;31/12/2024 18:14;Operador;Process_Machine-01
34;034;Working;1;start;31/12/2024 18:14;Operador;Process_Machine-01
34;034;Working;1;complete;31/12/2024 18:15;Operador;Process_Machine-01
34;034;Remove piece;1;start;31/12/2024 18:15;Operador;Process_Machine-01
34;034;Remove piece;1;complete;31/12/2024 18:15;Operador;Process_Machine-01
34;034;Product (accept);1;start;31/12/2024 18:15;Operador;Process_Machine-01
35;035;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
35;035;Idle machine;1;complete;31/12/2024 18:53;Operador;Process_Machine-01
35;035;Working;1;start;31/12/2024 18:53;Operador;Process_Machine-01
35;035;Working;1;complete;31/12/2024 18:54;Operador;Process_Machine-01
35;035;Remove piece;1;start;31/12/2024 18:54;Operador;Process_Machine-01
35;035;Remove piece;1;complete;31/12/2024 18:54;Operador;Process_Machine-01
35;035;Product (accept);1;start;31/12/2024 18:54;Operador;Process_Machine-01
36;036;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
36;036;Idle machine;1;complete;31/12/2024 18:13;Operador;Process_Machine-01
36;036;Working;1;start;31/12/2024 18:13;Operador;Process_Machine-01
36;036;Working;1;complete;31/12/2024 18:13;Operador;Process_Machine-01
36;036;Remove piece;1;start;31/12/2024 18:13;Operador;Process_Machine-01
36;036;Remove piece;1;complete;31/12/2024 18:13;Operador;Process_Machine-01
36;036;Product (accept);1;start;31/12/2024 18:13;Operador;Process_Machine-01
37;037;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
37;037;Idle machine;1;complete;31/12/2024 18:12;Operador;Process_Machine-01
37;037;Working;1;start;31/12/2024 18:12;Operador;Process_Machine-01
37;037;Working;1;complete;31/12/2024 18:12;Operador;Process_Machine-01
37;037;Remove piece;1;start;31/12/2024 18:12;Operador;Process_Machine-01
37;037;Remove piece;1;complete;31/12/2024 18:13;Operador;Process_Machine-01
37;037;Product (accept);1;start;31/12/2024 18:13;Operador;Process_Machine-01
38;038;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
38;038;Idle machine;1;complete;31/12/2024 21:05;Operador;Process_Machine-01
38;038;Working;1;start;31/12/2024 21:05;Operador;Process_Machine-01
38;038;Working;1;complete;31/12/2024 21:06;Operador;Process_Machine-01
38;038;Remove piece;1;start;31/12/2024 21:06;Operador;Process_Machine-01
38;038;Remove piece;1;complete;31/12/2024 21:06;Operador;Process_Machine-01
38;038;Product (accept);1;start;31/12/2024 21:06;Operador;Process_Machine-01
39;039;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
39;039;Idle machine;1;complete;31/12/2024 20:02;Operador;Process_Machine-01
39;039;Working;1;start;31/12/2024 20:02;Operador;Process_Machine-01
39;039;Working;1;complete;31/12/2024 20:02;Operador;Process_Machine-01
39;039;Remove piece;1;start;31/12/2024 20:02;Operador;Process_Machine-01
39;039;Remove piece;1;complete;31/12/2024 20:02;Operador;Process_Machine-01
39;039;Product (accept);1;start;31/12/2024 20:02;Operador;Process_Machine-01
40;040;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
40;040;Idle machine;1;complete;31/12/2024 19:26;Operador;Process_Machine-01
40;040;Working;1;start;31/12/2024 19:26;Operador;Process_Machine-01
40;040;Working;1;complete;31/12/2024 19:26;Operador;Process_Machine-01
40;040;Remove piece;1;start;31/12/2024 19:26;Operador;Process_Machine-01
40;040;Remove piece;1;complete;31/12/2024 19:26;Operador;Process_Machine-01
40;040;Product (accept);1;start;31/12/2024 19:27;Operador;Process_Machine-01
41;041;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
41;041;Idle machine;1;complete;31/12/2024 18:33;Operador;Process_Machine-01
41;041;Working;1;start;31/12/2024 18:33;Operador;Process_Machine-01
41;041;Working;1;complete;31/12/2024 18:33;Operador;Process_Machine-01
41;041;Remove piece;1;start;31/12/2024 18:33;Operador;Process_Machine-01
41;041;Remove piece;1;complete;31/12/2024 18:33;Operador;Process_Machine-01
41;041;Product (accept);1;start;31/12/2024 18:33;Operador;Process_Machine-01
42;042;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
42;042;Idle machine;1;complete;31/12/2024 19:17;Operador;Process_Machine-01
42;042;Working;1;start;31/12/2024 19:17;Operador;Process_Machine-01
42;042;Working;1;complete;31/12/2024 19:17;Operador;Process_Machine-01
42;042;Remove piece;1;start;31/12/2024 19:17;Operador;Process_Machine-01
42;042;Remove piece;1;complete;31/12/2024 19:18;Operador;Process_Machine-01
42;042;Product (accept);1;start;31/12/2024 19:18;Operador;Process_Machine-01
43;043;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
43;043;Idle machine;1;complete;31/12/2024 20:57;Operador;Process_Machine-01
43;043;Working;1;start;31/12/2024 20:57;Operador;Process_Machine-01
43;043;Working;1;complete;31/12/2024 20:57;Operador;Process_Machine-01
43;043;Remove piece;1;start;31/12/2024 20:57;Operador;Process_Machine-01
43;043;Remove piece;1;complete;31/12/2024 20:57;Operador;Process_Machine-01
43;043;Operational stop;1;start;31/12/2024 20:57;Operador;Process_Machine-01
43;043;Operational stop;1;complete;31/12/2024 20:59;Operador;Process_Machine-01
43;043;Product (accept);1;start;31/12/2024 20:59;Operador;Process_Machine-01
44;044;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
44;044;Idle machine;1;complete;31/12/2024 18:30;Operador;Process_Machine-01
44;044;Working;1;start;31/12/2024 18:30;Operador;Process_Machine-01
44;044;Working;1;complete;31/12/2024 18:30;Operador;Process_Machine-01
44;044;Remove piece;1;start;31/12/2024 18:30;Operador;Process_Machine-01
44;044;Remove piece;1;complete;31/12/2024 18:30;Operador;Process_Machine-01
44;044;Operational stop;1;start;31/12/2024 18:30;Operador;Process_Machine-01
44;044;Operational stop;1;complete;31/12/2024 18:31;Operador;Process_Machine-01
44;044;Product (accept);1;start;31/12/2024 18:31;Operador;Process_Machine-01
45;045;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
45;045;Idle machine;1;complete;31/12/2024 20:57;Operador;Process_Machine-01
45;045;Working;1;start;31/12/2024 20:57;Operador;Process_Machine-01
45;045;Working;1;complete;31/12/2024 20:57;Operador;Process_Machine-01
45;045;Remove piece;1;start;31/12/2024 20:57;Operador;Process_Machine-01
45;045;Remove piece;1;complete;31/12/2024 20:57;Operador;Process_Machine-01
45;045;Product (accept);1;start;31/12/2024 20:57;Operador;Process_Machine-01
46;046;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
46;046;Idle machine;1;complete;31/12/2024 19:11;Operador;Process_Machine-01
46;046;Working;1;start;31/12/2024 19:11;Operador;Process_Machine-01
46;046;Working;1;complete;31/12/2024 19:11;Operador;Process_Machine-01
46;046;Remove piece;1;start;31/12/2024 19:11;Operador;Process_Machine-01
46;046;Remove piece;1;complete;31/12/2024 19:11;Operador;Process_Machine-01
46;046;Operational stop;1;start;31/12/2024 19:11;Operador;Process_Machine-01
46;046;Operational stop;1;complete;31/12/2024 19:12;Operador;Process_Machine-01
46;046;Product (accept);1;start;31/12/2024 19:12;Operador;Process_Machine-01
47;047;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
47;047;Idle machine;1;complete;31/12/2024 20:21;Operador;Process_Machine-01
47;047;Working;1;start;31/12/2024 20:21;Operador;Process_Machine-01
47;047;Working;1;complete;31/12/2024 20:21;Operador;Process_Machine-01
47;047;Remove piece;1;start;31/12/2024 20:21;Operador;Process_Machine-01
47;047;Remove piece;1;complete;31/12/2024 20:21;Operador;Process_Machine-01
47;047;Product (accept);1;start;31/12/2024 20:21;Operador;Process_Machine-01
48;048;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
48;048;Idle machine;1;complete;31/12/2024 18:22;Operador;Process_Machine-01
48;048;Working;1;start;31/12/2024 18:22;Operador;Process_Machine-01
48;048;Working;1;complete;31/12/2024 18:22;Operador;Process_Machine-01
48;048;Remove piece;1;start;31/12/2024 18:22;Operador;Process_Machine-01
48;048;Remove piece;1;complete;31/12/2024 18:23;Operador;Process_Machine-01
48;048;Product (accept);1;start;31/12/2024 18:23;Operador;Process_Machine-01
49;049;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
49;049;Idle machine;1;complete;31/12/2024 19:13;Operador;Process_Machine-01
49;049;Working;1;start;31/12/2024 19:13;Operador;Process_Machine-01
49;049;Working;1;complete;31/12/2024 19:13;Operador;Process_Machine-01
49;049;Remove piece;1;start;31/12/2024 19:13;Operador;Process_Machine-01
49;049;Remove piece;1;complete;31/12/2024 19:13;Operador;Process_Machine-01
49;049;Operational stop;1;start;31/12/2024 19:13;Operador;Process_Machine-01
49;049;Operational stop;1;complete;31/12/2024 19:16;Operador;Process_Machine-01
49;049;Product (accept);1;start;31/12/2024 19:16;Operador;Process_Machine-01
50;050;Idle machine;1;start;31/12/2024 18:00;Operador;Process_Machine-01
50;050;Idle machine;1;complete;31/12/2024 18:10;Operador;Process_Machine-01
50;050;Working;1;start;31/12/2024 18:10;Operador;Process_Machine-01
50;050;Working;1;complete;31/12/2024 18:11;Operador;Process_Machine-01
50;050;Remove piece;1;start;31/12/2024 18:11;Operador;Process_Machine-01
50;050;Remove piece;1;complete;31/12/2024 18:11;Operador;Process_Machine-01
